oper_num	bid_sector	iati_sector	description
XM-DAC-301-2-107961-002	00003	13020	Latin America is home to the greatest inequities in the world, including inequality in access to quality health services. Indigenous peoples have the poorest health in the region, due to such factors as geographic isolation, limited access to safe water, sanitation and food, and a poor understanding of, and sensitivity to, cultural beliefs and practices. Among the indicators of greatest concern is the high rate of maternal mortality. Indigenous women consistently experience higher maternal mortality rates than non-indigenous women in Latin America.Efforts to improve maternal health for indigenous women and adolescent girls must be based on a clear understanding of how to provide and measure high-quality care that ensures adequate health outcomes with dignity. This project examines quality of care from a cultural and a technical perspective in three indigenous communities in Mexico, Peru, and Argentina. Each of these three case studies will explore perceptions of quality care among indigenous women, and will involve collection and analysis of data using a customized framework for quality of care indicators.The study will examine the implementation of integrated health service delivery networks in all the three countries. These networks are designed to coordinate different health providers and services and each country is implementing them differently. The three case studies will examine how the networks positively or negatively influence quality of care processes and outcomes. Results from the individual case studies and from the project as a whole are expected to inform strategies for scaling up efforts to improve quality of maternal care for indigenous populations.Expected outputs include scientific publications in Spanish- and English-language journals, and information sharing via community groups, the local press and social media.
XM-DAC-301-2-107961-001	00003	13020	Latin America is home to the greatest inequities in the world, including inequality in access to quality health services. Indigenous peoples have the poorest health in the region, due to such factors as geographic isolation, limited access to safe water, sanitation and food, and a poor understanding of, and sensitivity to, cultural beliefs and practices. Among the indicators of greatest concern is the high rate of maternal mortality. Indigenous women consistently experience higher maternal mortality rates than non-indigenous women in Latin America.Efforts to improve maternal health for indigenous women and adolescent girls must be based on a clear understanding of how to provide and measure high-quality care that ensures adequate health outcomes with dignity. This project examines quality of care from a cultural and a technical perspective in three indigenous communities in Mexico, Peru, and Argentina. Each of these three case studies will explore perceptions of quality care among indigenous women, and will involve collection and analysis of data using a customized framework for quality of care indicators.The study will examine the implementation of integrated health service delivery networks in all the three countries. These networks are designed to coordinate different health providers and services and each country is implementing them differently. The three case studies will examine how the networks positively or negatively influence quality of care processes and outcomes. Results from the individual case studies and from the project as a whole are expected to inform strategies for scaling up efforts to improve quality of maternal care for indigenous populations.Expected outputs include scientific publications in Spanish- and English-language journals, and information sharing via community groups, the local press and social media.
XM-DAC-301-2-108216-001	00004	16010	"Prospera, Mexico's leading social protection program, provides cash on a regular basis to seven million low-income women on condition that they provide their children with schooling, health services, and adequate nutrition. At this point, physical delivery of US$4 billion to more than 120,000 communities has to be done on a bimonthly basis. Prospera aims to improve the logistics of these cash transfers through the use of a bank card. However, about 80% of recipients lack access to automated teller machines (ATM) or point-of-sale (POS) terminals to retrieve funds.Although banking infrastructure is largely absent outside major cities, telecommunication infrastructure (in the form of cellular communication) covers more than 70% of the Prospera communities. Most recipients own or have access to a mobile phone. Reaching recipients with communication infrastructure and services seems far more viable than extending banking infrastructure.The aim of Mexico's National Digital Strategy (NDS) is to harness digital solutions to meet the country's development challenges. Prospera Digital, part of NDS, was launched to migrate all Prospera customers to a cashless, electronic payment system based on a mobile banking platform. The benefits of a mobile banking solution are numerous. It potentially reduces the cost of delivery and mitigates security risks for the government as well as for Prospera recipients. The creation of a delivery channel for banking services for the""unbanked,""including savings, remittances, and microcredit is another direct benefit.This project aims to support the design of Prospera Digital by bringing in technical expertise and global good practice. It will support research on technical and policy specifications of the initiative, such as regulatory and operational decisions, user preferences, and incentives for low-cost service delivery. This initiative will also support the design, implementation, and evaluation of a Prospera Digital pilot. A regional network, Dialogo Regional sobre la Sociedad de la Informacion (DIRSI), in collaboration with the NDS team, will conduct the project activities. The project will be administered from the Instituto de Estudios Peruanos (IEP) in Lima, Peru."
XM-DAC-41304-38-14228	CLT	16066	UNESCO Office in Mexico aims to foster Culture as a key element for development in Mexico through the implementation of the CDIS on a state level. UNESCO Mexico will collaborate with the State Governments of: Puebla, Coahuila and State of Mexico, to implement the CDIS Methodology. For the 2017 call for applications for the UNESCO Creative Cities Network, UNESCO Mexico will collaborate with the local Government of Guadalajara, in the State of Jalisco, to design a sustainable development strategy of short, medium and long term with a multidimensional approach that is based on the use of the cultural heritage and the creative resources of the city.
XM-DAC-41114-OUTPUT-00097727	1	16010	Contribuir al posicionamiento de la Oficina de País a partir del fortalecimiento de su capacidad analítica que permita la incorporación del enfoque de DH y la Agenda de Desarrollo 2030 en políticas públicas.
XM-DAC-301-2-108159-001	00002	43040	This project aims to support policies and programs that create greater opportunities and improve the well-being of 900,000 people living in poverty in the rural-urban territories of Chile, Colombia, and Mexico.Poverty in the regionTwo-thirds of people in Latin America and the Caribbean live in areas that have not experienced economic growth for three decades, while an additional 24% live in places where economic growth has not helped reduce poverty and inequality. Most of these are rural territories. In Chile, Colombia, and Mexico, 24 million rural people live in poverty.To address these location-based disparities in growth, poverty reduction, and inclusion, governments are giving greater priority to strategies focused on territorial development as a central element of economic inclusion in rural societies. Research and policy support are needed to identify policies and practices that can stimulate equitable growth.Large-scale impact through researchThe project's specific objectives are to:-achieve large-scale impact that will improve public policies or programs in each country-test options to improve the effectiveness of territorial development programs-conduct applied research on economic growth, food systems, and employment changes in rural-urban territories-support the Latin American development network, RIMISP, in its efforts to influence large-scale changeResearchers and policymakers will identify opportunities for impact. The research team will conduct cost-benefit analyses of policies or programs in each country, and conduct impact evaluations.Inclusive policies, programs, and solutionsProject results are expected to include:-Large-scale territorial development policies and programs that promote inclusive agrifood systems and labour market transformations-Practical solutions tested and validated for the most common territorial development implementation challenges-Better understanding of agrifood systems transformation, urbanization patterns, labour markets, and the implications of gender-specific distribution-RIMISP established as a research-based policy entrepreneurship organization with high-quality staff, fine-tuned business and fundraising model, and stronger country offices
XI-IATI-IADB-ME-L1171	ED-PRI	11220	The general objective of the Educational Physical Infrastructure Project (PIFE) is to help improve physical conditions in the targeted schools where public basic education is offered, and build technical capacity to operate educational physical infrastructure in Mexico as part of the process to improve the quality of education offered in the country. The specific objectives are: (i) to improve infrastructure and equipment conditions in the targeted schools; (ii) to promote the upkeep of physical infrastructure, furniture, and equipment in the schools through knowledge transfer and guidance to the educational community; and (iii) to strengthen the information management system on educational physical infrastructure in the country so that it can function as an effective planning and decision-making tool.
XM-DAC-301-2-108211-001	00004	16020	This project will address the challenge of youth unemployment in Latin America. Its goal is to inform and guide the development of innovative public and private sector interventions in Brazil, Chile, Colombia, Mexico, and Uruguay.Youth unemployment and poverty ongoingA decade of continuous growth and social investment in Latin America has reduced poverty and increased labour market opportunities. However, young people are still waiting to see the benefits of growth. They have higher educational levels, but the employment outlook remains low. Two out of every three young workers are employed in precarious jobs. More than 20 million youth (one in five) are referred to as NEET (Not in Education, Employment, or Training).Poor groups and women are especially affected. In Mexico, where two in every five youth are NEET, 80% are women. Growth rates in the region have declined since 2011. This may jeopardize the past decade's social gains and increase the challenges that young people face.Employment policies lack effectivenessGovernments have introduced policies to respond to the challenges, but in most cases, they have been not effective in reaching marginalized youth. Public and private sector actors are looking for new approaches to tackle the region's youth employment challenges. This has led to a demand for evidence on effective approaches for specific contexts. To achieve this objective, researchers and policymakers need an in-depth understanding of youth priorities and the solutions they envision to address the problem. What do NEET youth value? What are their motivations and aspirations?Evidence to shape decision-makingThis project will help find answers to these questions to inform appropriate policy responses. The project team will collect data, diagnose the problem, and analyze policy effectiveness to guide the development of innovative public and private sector interventions. The goal is to identify solutions that address NEET youth motivations and aspirations, while generating jobs.Espacio Pu¿blico in Chile will act as the project's coordinating institution. They will collaborate with researchers from Brazil, Colombia, Mexico, and Uruguay.
XM-DAC-41114-OUTPUT-00096831	1	23010	The Government of Mexico is requesting assistance from GEF and UNDP to remove barriers to securing the long-term conservation of the country’s biological diversity.
XM-DAC-301-2-108236-003	00005	15160	Six out of ten Central American women on their way through Mexico are victims of sexual violence, according to reports from Amnesty International. Migrants, particularly women and girls, suffer from multiple forms of violence during their journeys northward. The perpetrators of violence against them range from criminals to government authorities to their intimate partners. However, there is still no strong evidence base on this phenomenon. Migrant women not only lack systems to report violence against them, they are also being threatened and intimidated.This project seeks to understand what forms of violence against migrant women are being perpetrated by whom, where, how, and when, and to identify effective policies and practices to counteract and prevent these incidents. It will examine the conditions that result in the displacement of women, children, and adolescents in Guatemala and the south of Mexico, particularly those due to territorial control and institutional violence under the guise of immigration control. It will also look at what risks women face and how they are protected from violence.Researchers based in local human rights organizations will work closely with affected women and the organizations that serve them in the implementation of this project. The research will reflect the experiences of Mesoamerican migrant and refugee women and will provide the basis for public policy recommendations to protect their rights and safety. This project will also strengthen the research skills and victim support services of the participating organizations and institutions in Guatemala and Mexico. These include the Associación Equipo de Estudios Comunitarios y Acción Psicosocial (Association of Community Studies and Psychosocial Action Team) in Guatemala, Centro de Derechos Humanos Fray Matías de Córdova A.C (Fray Matias Centre for Human Rights of Cordova) in Mexico, and the Voces Mesoamericanas, Acción con Pueblos Migrantes, Asociación Civil (Mesoamerican Voices, Action with Migrant People, Civil Association) in Mexico.
XM-DAC-301-2-108236-002	00005	15160	Six out of ten Central American women on their way through Mexico are victims of sexual violence, according to reports from Amnesty International. Migrants, particularly women and girls, suffer from multiple forms of violence during their journeys northward. The perpetrators of violence against them range from criminals to government authorities to their intimate partners. However, there is still no strong evidence base on this phenomenon. Migrant women not only lack systems to report violence against them, they are also being threatened and intimidated.This project seeks to understand what forms of violence against migrant women are being perpetrated by whom, where, how, and when, and to identify effective policies and practices to counteract and prevent these incidents. It will examine the conditions that result in the displacement of women, children, and adolescents in Guatemala and the south of Mexico, particularly those due to territorial control and institutional violence under the guise of immigration control. It will also look at what risks women face and how they are protected from violence.Researchers based in local human rights organizations will work closely with affected women and the organizations that serve them in the implementation of this project. The research will reflect the experiences of Mesoamerican migrant and refugee women and will provide the basis for public policy recommendations to protect their rights and safety. This project will also strengthen the research skills and victim support services of the participating organizations and institutions in Guatemala and Mexico. These include the Associación Equipo de Estudios Comunitarios y Acción Psicosocial (Association of Community Studies and Psychosocial Action Team) in Guatemala, Centro de Derechos Humanos Fray Matías de Córdova A.C (Fray Matias Centre for Human Rights of Cordova) in Mexico, and the Voces Mesoamericanas, Acción con Pueblos Migrantes, Asociación Civil (Mesoamerican Voices, Action with Migrant People, Civil Association) in Mexico.
XM-DAC-301-2-108236-001	00005	15160	Six out of ten Central American women on their way through Mexico are victims of sexual violence, according to reports from Amnesty International. Migrants, particularly women and girls, suffer from multiple forms of violence during their journeys northward. The perpetrators of violence against them range from criminals to government authorities to their intimate partners. However, there is still no strong evidence base on this phenomenon. Migrant women not only lack systems to report violence against them, they are also being threatened and intimidated.This project seeks to understand what forms of violence against migrant women are being perpetrated by whom, where, how, and when, and to identify effective policies and practices to counteract and prevent these incidents. It will examine the conditions that result in the displacement of women, children, and adolescents in Guatemala and the south of Mexico, particularly those due to territorial control and institutional violence under the guise of immigration control. It will also look at what risks women face and how they are protected from violence.Researchers based in local human rights organizations will work closely with affected women and the organizations that serve them in the implementation of this project. The research will reflect the experiences of Mesoamerican migrant and refugee women and will provide the basis for public policy recommendations to protect their rights and safety. This project will also strengthen the research skills and victim support services of the participating organizations and institutions in Guatemala and Mexico. These include the Associación Equipo de Estudios Comunitarios y Acción Psicosocial (Association of Community Studies and Psychosocial Action Team) in Guatemala, Centro de Derechos Humanos Fray Matías de Córdova A.C (Fray Matias Centre for Human Rights of Cordova) in Mexico, and the Voces Mesoamericanas, Acción con Pueblos Migrantes, Asociación Civil (Mesoamerican Voices, Action with Migrant People, Civil Association) in Mexico.
XM-DAC-301-2-108234-001	00005	15170	This project will identify and analyze economic opportunity policies and practices that aim to support women in Latin America by preventing violence, increasing access to justice, and empowering them economically.Women and inequality in Latin AmericaWomen's economic empowerment and the reduction of violence against women have become urgent priorities in the political and social agendas of Latin American countries. This is particularly true given the deep socio-economic inequalities and the alarmingly high levels of violence that women face. These problems are deeply rooted. They need complex policy approaches and practices.Economic opportunities and violenceGovernments have increasingly introduced special programs and policies to increase women's economic opportunities and to prevent violence against women. Researchers are gathering knowledge on what works and what does not work to address the issues. There is a huge evidence gap regarding the complex relationship between economic empowerment and the reduction of violence against women.Although governments, international aid organizations, and civil society actors believe that economic opportunity programs are effective at reducing violence against women, there is no solid evidence base for this causal link. It is important to understand and analyze whether economic projects, particularly those that claim to prevent violence against women, result in new forms of violence.Solutions to empower women, reduce violenceResearchers will identify and analyze interventions in Colombia, Guatemala, Mexico, and Peru. They will assess the impact of efforts on:-preventing violence against women-reducing victimization-improving women's access to justiceThe results will guide governments, civil society organizations, and international cooperation agencies as they develop and implement policies and programs.
XM-DAC-301-2-108113-001	00004	16010	Mexico and Central America's Northern Triangle, which covers El Salvador, Guatemala, and Honduras, are facing a deep public security crisis. Homicide rates are among the highest globally. This project will improve capacity to address the problem through research, proposals, and public policies on youth citizen security and youth violence prevention.Violence in Mexico and the Northern TriangleHonduras has a rate of 90.4 homicides per 100,000 inhabitants, and El Salvador and Guatemala have 41.2 and 39.9 respectively, according to the United Nations Office on Drugs and Crime's 2013 report.Young people face deep social inequalities, which puts them at risk of violence and organized crime. The lack of economic opportunities and the extreme high unemployment rates deeply affect young people, particularly youth-at-risk. Young people are both perpetrators and victims. In part, the problem lies in the lack of sound violence reduction strategies targeted at youth.Skills and knowledge to address the violenceThis project will create a platform that will address these challenges by building capacity among civil servants, civil society leaders, and youth organization leaders. It will bring together experts to gather knowledge, promising practices, intervention models, methodologies, and public policies that will strengthen youth citizen security and promote the economic inclusion of at-risk youth in Mexico and Central America.The project team will build a research agenda on public policy influence together with key stakeholders. They will also establish a virtual platform to train actors engaged with youth citizen security and youth violence prevention.
IADB-ME-L1148	PA-FCC	41010	Scale up private invesments in geothermia, through financing and risk transfer mechanisms that contribute to reducing the costs of investment, mobilizing private resources and ensuring the sector's sustainability/growth in the long term.
XI-IATI-IADB-ME-L1176	AS-AGU	14021	To support the National Water Commission (CONAGUA) in improving the quality of water and sanitation service in communities, preferably between 50,000 and 900,000 inhabitants, through the execution of short- and medium term comprehensive projects by the utilities responsible for service delivery, to promote operational and financial sustainability.
XM-DAC-41304-912MEX4004	CLT	16066	Strengthen public policy mechanisms, evaluation systems, legislative framework and management methodologies of cultural development and social heritage knowledege in Mexico City (CDMX); Foster culture as a primary factor for development in CDMX through the application of the UNESCO Culture for Development Indicators (CDIS) at local level.
XI-IATI-IADB-ME-L1189	RM-FIS	15111	This is the second and final operation in a programmatic series of two operations, the overall objective of whichis to strengthen public finances by increasing tax revenues and controlling public spending. This will beachieved by: (i) improving the design and administration of the policy on hydrocarbon revenues; (ii) increasingthe exchange of financial information with other countries for tax purposes; and (iii) enhancing the efficiency ofpublic expenditure and controlling its growth.
XM-DAC-41114-OUTPUT-00100259	1	51010	Develop a project document (PRODOC) for the Environmentally Sound Management and Destruction of PCBs in Mexico: Second Phase (GEF PPG Phase)
XM-DAC-41114-OUTPUT-00099623	1	23010	Sixth Operational Phase of the Gloval Enviromental Fund GEF Small Grants Programme in Mexico to finance projects in the selected areas
XM-DAC-41114-OUTPUT-00101491	2	15150	El proyecto tiene como propósito lograr la institucionalización de espacios de diálogo y co creación social que permitan atender desafíos y/o problemas públicos alineados con la Agenda 2030 de Desarrollo Sostenible.
XM-DAC-41304-912MEX4003	CLT	16066	"To promote the study of arid areas and academic training in technological innovation for sustainable management and use of the resources in the deserts, UNESCO Mexico, in coordination with the state of Coahuila, will conduct the Forum ""Sustainable Future of Life in the Desert"", an initiative that arises from the interest of Coahuila in creating a Center of information of the Desert. The forum will bring together the experiences of professionals worldwide and allow viewing the desert theme in different terms than the usually addressed. This will set the ground basis for the operation of the Center, as well as the development of strategies that will contribute to the Post 2015 Agenda."
XI-IATI-IADB-ME-L1186	FM-REG	24010	The general objective of this programmatic policy-based loan (PBL) series is to boost productivity in Mexico.This will be achieved through the following five specific objectives: (i) strengthen the institutional framework of the productivityagenda; (ii) improve the allocation of production factors through access to business financing; (iii) strengthen competition and thebusiness climate; (iv) improve innovation and productive development; and (v) promote regional convergence in productivity
XM-DAC-41114-OUTPUT-00092731	1	15110	El Mecanismo financiero Calentadores Solares, busca desarrollar e impulsar el mercado de calentadores solares de agua en el sector hotelero de la Península de Yucatán, en México.
XM-DAC-41114-OUTPUT-00104463	1	16010	Relanzar el PDP en México, fortaleciéndolo y ajustándolo desde la experiencia de otros países. Así, las  PYMES mexicanas podrían integrarse a las cadenas de valor, creando más y mejores fuentes de empleo e ingreso que sumen al logro de la Agenda 2030.
XI-IATI-IADB-ME-L1257	IS-POV	16010	The objective of this operation is to contribute to the development of capabilities and to support consumption of poor families, through investments that improve their nutrition, health and education.
XM-DAC-41304-912MEX4005	CLT	16066	In order to promote the implementation of Cultural Policies for Sustainable Development, UNESCO Office in Mexico, in coordination with the Municipal Government of Zapopan, will conduct during one year, 4 panels and one International Meeting concerning Cultural policies for sustainable development. The panels and the International Meeting, which will bring together the experiences of professionals worldwide, will aimed at decision-makers, cultural managers, artists and creators, directors of institutes and cultural houses, as well as public in general. The initiative aim to contribute to the SGD's and demonstrate the impact of the creative economy on sustainable development policies.
XI-IATI-IADB-ME-L1167	DU-NEI	16040	To help improve habitability in areas with social and urban infrastructure gaps by: (i) expanding access to such infrastructure; and (ii) promoting social development in safe spaces.
NL-KVK-27108436-A-05396-02:MX	4	33110	IntroductionThe board of Oxfam Novib approved the proposal of the Mexico team presented March 17th, 2017. This memo serves to inform stakeholders of this approval and to share the points that will be taken up in the MOU between Innovation Fund in OxfamNovib andOxfam Mexico. This MOU is drawn up and will # after approval of the Mexico team # be signed. The project itself has started as the first part (preparation) is supported by another fund.Concept to be validatedThe Mexico team wants to validatea new programmaticinfluencing strategy framework. This framework creates synergies and a feedback loop between territorial interventions (solutions for issues of 2 of the 12 most poor communities in Mexico) and public engagement actions. The public supports the solutions of the communities with funds (through crowdfunding). This engagement should lead to influencing decision makers. For the validation plan follow this link.Kick Off meetingAnticipating the signing of the MOU, a kick-off meeting was organized with the Oxfam Mexico project team mid April 2017. In this meeting the team was established and clarification was given to specific points of the plan. The budget was changed slightly as later approved by the board (see below #budget#)TeamTheOxfam Mexico project team consists of:- Alfredo Gonzalez as Project Manager (20%)- Maria Alvarez as Project Coordinator (100%)Mentors/coaches/ExpertsSaskia Geurtzen, working for Innovation Star will be coaching the project lead (Maria Alvarez)on a bi-weekly basis. After a board meeting on April 20 an extra # 5.000,- budget was made available for experts to support the Mexico team. This amount will be taken up into the budget to be spent by shared decision with the manager innovation. Experts could be e.g. crowdfunding experts.ConditionsThe team will adjust the validation plan according to the Q<(>&<)>A done in April by the manager Innovation and the answers provided. The pivot of moving to another region (Yucatan) also needs to be described in the plan.TimingThe validation has 3 phases, phase 1: Preparation, phase 2: Participatory design and phase 3: Implementation. The project has budgeted for these three phases (called milestones in thevalidation plan). The project has started and the lastmilestone # the end of the project # is March 31 2018.
XM-DAC-41304-912MEX4006	CLT	16066	The main objective of the project will be to update diagnoses in order to reinforce the management of the site in the framework of UNESCO Historic Urban Landscape Recommendation; articulate the ideas present in existing research documents and design a recommendations document to help local goverment in the preparation of a new Management plan. It will be achieved through new research processes in the field and participatory workshops.
XM-DAC-41114-OUTPUT-00105725	1	15110	El PNUD llevará a cabo tareas que faciliten e incentiven la participación de los diversos sectores de la sociedad para contribuir al logro de los Objetivos de la Agenda 2030.
XI-IATI-IADB-ME-L1163	PA-FCC	41010	This program proposes an arrangement that contributes to the development a market to finance sustainable housing for rent, preferably for the middle-income level. The financing would be under a project finance arrangement,whereby Sociedad Hipotecaria Federal, S.N.C. (SHF) makes a loan, directly or through financial intermediaries, to be repaid from the project¿s future flow of rents.
XM-DAC-41114-OUTPUT-00099625	1	23030	México es un país de “megabiodiversidad”, el cuarto más biodiverso del mundo, y alberga aproximadamente el 12% de las especies. Esto incluye un estimado de 544 especies de mamíferos terrestres y marinos (solo superado por Indonesia y Brasil), 804 especies de reptiles, entre 300,000 y 425,000 especies estimadas de insectos y 23,522 especies conocidas de plantas. El país es el más rico del mundo en términos de especies de reptiles, el segundo en términos de especies de mamíferos y el cuarto en términos de anfibios y plantas. Se estima que el 32% de la fauna nacional de vertebrados es endémica de
NL-KVK-27108436-A-05411-02:MX	4	15150	To assess the power imbalance between the Extractive Industries and the people at the local level in Mexico, and its gendered impact on public finances, fiscal accountability, and human development inequality, through three specific outputs-To identify factors of political capture and/or political rigging within government institutions and the fiscal/tributary system.- To show the privileges enjoyed by business and individuals by effect of the political capture/rigging, and also;-To evidence, through gender differentiated analysis, how these practices contribute and amplify inequality and lack of access to the most fundamental rights of the people.- We will identify factors of political capture and/or political rigging within government institutions and the fiscal/tributary system in Mexico.- We will evidence  what  privileges are enjoyed by business and individuals by effect of the political capture/rigging, and also evidence  how these practices contribute to inequality and limit access to rights for Mexican men and women- OMX will engage different stakeholders to convince them to embrace a long term strategy for progressive taxation and fiscal accountability, where equal access to the common goods promotes agency in these -often overlooked- communities.
XM-DAC-41304-912MEX4007	CLT	16066	UNESCO Office in Mexico aims to foster Culture as a key element for development in Mexico through the development of the UNESCO Culture for Development Indicators (CDIS) in the State of Puebla.The CDIS establishes a common ground for culture and development actors to better integrate culture in development policies and strategies, contributing to the implementation of the Convention on the Protection and Promotion of the Diversity of Cultural Expression.
XI-IATI-IADB-ME-L1172	PA-FCC	41010	The program¿s objective is to increase private investment in gas and clean power generation infrastructure projects so as to help boost the efficiency of the energy sector and reduce greenhouse gas emissions in Mexico. To this end, the program will offer financial instruments tailored to the needs of projects of this kind, channeling resources through the public development banking system.
XM-DAC-41114-OUTPUT-00106604	2	15151	Sentar las bases para la creación del Fondo de Apoyo a la Observación Electoral 2017-2018
XM-DAC-41114-OUTPUT-00102611	1	23030	Realizar una evaluación de las políticas educativas en el marco de la Reforma Educativa, a partir de un enfoque de gobernanza
XI-IATI-IADB-ME-L1190	FM-BNK	24010	The objective of the second program under the conditional credit line for investment projects (CCLIP)ME-X1021 is to help raise productivity in Mexico's rural areas by financing production restructuring, investment, and enterprise - andexport-development projects. Accordingly, medium- and long-term credit resources will be channeled to the rural sector throughFIRA's network of financial intermediaries to enable enterprises¿particularly micro, small, and medium-sized enterprises¿in therural agribusiness, commerce, and related services sectors to carry out their production restructuring, investment, and enterprise- andexport-development projects.The CCLIP's objective is to promote private investment in production restructuring, investment, and enterprise- and exportdevelopmentprojects that boost productivity or promote more efficient use of natural resources, primarily in Mexico's rural sector,through long-term financing that facilitates a greater supply of credit for such investments under favorable conditions.
XI-IATI-IADB-ME-L1253	RM-SUB	15112	The objective of this programmatic series and the first operation is to improve fiscal management in federative entities and municipios, inorder to strengthen their fiscal sustainability. This will be done by implementing a new financial discipline framework, increasedtransparency and accountability, and building institutional capacity in federative entities and municipios for implementing measures inthese areas.This operation is the first in a programmatic policy-based loan (PBP) series, to be comprised of two contractually independent, buttechnically linked loans.
XM-DAC-41114-OUTPUT-00106319	1	51010	El objetivo final del proyecto es fortalecer la implementación del manejo forestal sustentable con enfoque de paisaje que se ha impulsado en los instrumentos de política forestal nacional
XM-DAC-41114-OUTPUT-00107016	6	73010	El proyecto tiene por objetivo apoyar de manera inmediata los esfuerzos de respuesta, recuperación temprana y futura reconstrucción con bajo riesgo en los contextos subnacionales afectados por los terremotos del 7 y 19 de septiembre de 2017.
XI-IATI-IADB-ME-L1256	AG-SAN	31192	The general objective is to improve the country's health status in order to contribute to increasing livestock productivity and access to domestic and international markets. The specific objective is to strengthen the capacity and efficiency of animal health services by updating and improving disease diagnostic services.
XI-IATI-EC_ECHO-ECHO/DRF/BUD/2016/91029	EDUC	72010	<p>The earthquakes of September 7th and 19th had a serious impact in at least 6 states, affecting particularly poorest people. The access to basic services was interrupted and, in some areas, is still weak. The educative infrastructure was seriously damaged in some municipalities, and many children and adolescents have already lost more than a month of classes. The response by the State with prefabricated classrooms will take at least two more months, if funds are provided. The risk of school dropout increases each day, until children are able to resume their regular classes.</p><p>To ensure educational continuity, UNICEF is providing school tents as temporary learning spaces, temporary water and sanitatin facilities, school supplies for students and their teachers, and teacher training in psychosocial support. The first 100 tents have been placed in Morelos and Puebla, and 380 are to be established in Chiapas and Oaxaca. Each school tent can accommodate 40 students and a teacher; WaSH facilities to accompany the temporary learning spaces caters tot the same proportion, as well as each School in a Box (school supplies).</p><p>In this project, the contribution of ECHO will fund 41 additional school tents and corresponding school supplies, to benefit 1,640 students and 41 teachers in the State of Oaxaca.</p>
XM-DAC-41114-OUTPUT-00108020	2	15151	El objetivo general de este proyecto es fortalecer la pertinencia y los resultados de la observación electoral en el proceso electoral 2017-2018 en México.
XI-IATI-EC_ECHO-ECHO/-AM/BUD/2018/91001	FOOD	72040	<p>On September 7th, an 8.2 magnitude earthquake was felt through 10 states in Mexico (50M people). Oaxaca and Chiapas - 2 of the poorest states in the country - were the most affected with more than 300,000 people (100,000 in Oaxaca and 200,000 Chiapas) and at least 96,000 are children, suffering material losses including damages to more than 110,000 homes (57,000 in Oaxaca and 53,395 in Chiapas). The most severe damage is found in the Istmo of Tehuantepec region in Oaxaca. Immediately after the first earthquake 41 municipalities in Oaxaca and 118 in Chiapas were declared in a state of emergency. More than a month after both earthquakes, an estimated 10,000 educational sites are damaged in all affected areas, of which 1,847 schools require total or partial reconstruction, according to SEP (Secretary of Public Education) data.</p><p>The main objective of the project is to ensure that the basic needs of the most vulnerable and the most affected population in Oaxaca are addressed in a dignified and informed manner, restoring children's rights to food, health and education while strengthening the communities' resilience. The targeted municipalities for this action are: Juchitán de Zaragoza, Asunción Ixtaltepec, San Blas Atempa and San Pedro Huilotepec in Oaxaca region. The expected results of the action are:</p><p>1. 135 vulnerable households affected by the earthquake have been supported to restart their livelihood activities through a conditional cash transfer programme.</p><p>2. Parents, care givers and children in Juchitán and Ixtaltepec municipalities are aware of the importance of going back to school and affected classrooms have adequate materials.</p><p>3. Teachers, children and their families have the capacity to monitor threats in the school and respond adequately and quickly in the event of a future disaster.</p><b><p><br/><br/></p></b>
XI-IATI-EC_ECHO-ECHO/-AM/BUD/2018/91015	PROT	72050	<p>In Mexico, Guerrero and Chihuahua are states with very high levels of violence that severely affect the well-being and development of children and adolescents. These contexts of widespread violence resemble the characteristics of a high intensity armed conflict, causing more than 1,000 deaths per year and humanitarian needs due to forced displacement, confinement, restrictions of access to basic services in protection, education and health; and where adolescents have become primary targets for acts of physical, psychological and cultural violence. An estimated 444,000 adolescents aged 12-17 live in Guerrero, from which only 15% feel that they are safe in the streets and 32,000 of girls from aged 15-17 have been victims of sexual violence. Violence due to organized crime in Guerrero caused high numbers of displacement among the local population. On the other hand, around 402,000 adolescents aged 12-17 live in Chihuahua, a state that reported 64 femicides in 2017, of which almost all victims were below the age of 30 and where almost 50,000 girls aged 15-17 have been victims of sexual violence. Given the severe consequences of violence especially on the adolescent population, UNICEF Mexico would like to respond to the protection needs of at least 4,000 adolescent girls and boys by strengthening the capacity of child protection authorities, providing safe spaces in communities and schools and options for alternative care for adolescents. UNICEF Mexico will also work providing alternative means of access to education through innovative means for adolescents who are not able to go to school due to the insecure environment, as well as options for vocational and life skills development. This proposal responds to HIP's priorities in Central America pertaining to rapid expansion of non-political armed groups and organized crime across El Salvador, Honduras and Guatemala, some of which originate in and also severely affect several states of Mexico.</p>
XM-DAC-41114-OUTPUT-00110258	1	23030	Prueba Piloto para la Clasificación de Recursos y Reservas Petroleras de México.
